,Area,BHK,Bathroom,Furnishing,Locality,Price
212,950.0,3,2.0,Furnished,Other,4370000
213,1000.0,3,2.0,Unfurnished,Other,4620000
214,850.0,2,1.0,Semi-Furnished,Other,1900000
215,2400.0,4,4.0,Semi-Furnished,Other,70000000
216,1350.0,3,2.0,Unfurnished,Other,5130000
217,540.0,2,2.0,Semi-Furnished,Other,3000000
218,1387.0,4,4.0,Unfurnished,Other,5890000
219,540.0,2,2.0,Semi-Furnished,Other,3300000
220,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24900000
221,1050.0,3,2.0,Unfurnished,Other,3700000
222,2700.0,4,3.0,Semi-Furnished,Other,60000000
223,1500.0,3,2.0,Unfurnished,Other,17400000
224,2900.0,5,5.0,Furnished,Other,51000000
225,5025.0,5,6.0,Unfurnished,Other,170000000
226,1000.0,3,2.0,Semi-Furnished,Other,5510000
227,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",25000000
228,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",57000000
229,850.0,2,2.0,Semi-Furnished,Other,2940000
230,1200.0,3,3.0,Semi-Furnished,Other,15500000
231,1700.0,3,2.0,Semi-Furnished,Other,17200000
232,1800.0,4,3.0,Semi-Furnished,Other,55000000
233,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000
234,22050.0,4,4.0,Semi-Furnished,Other,51000000
235,1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,13000000
236,1600.0,3,3.0,Semi-Furnished,Other,30000000
237,700.0,2,2.0,Semi-Furnished,Other,2400000
240,4500.0,4,4.0,Semi-Furnished,New Friends Colony,60000000
241,1800.0,4,4.0,Semi-Furnished,New Friends Colony,65000000
242,6000.0,5,5.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",220000000
243,4300.0,4,4.0,Unfurnished,Other,60000000
244,1700.0,3,3.0,Semi-Furnished,Other,38500000
245,2500.0,3,3.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",50000000
246,4500.0,4,4.0,Semi-Furnished,New Friends Colony,75000000
247,2450.0,4,4.0,Furnished,Other,70000000
248,10350.0,4,7.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",160000000
249,4800.0,3,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",85000000
250,1600.0,3,3.0,Semi-Furnished,New Friends Colony,40000000
251,3500.0,4,4.0,Unfurnished,New Friends Colony,90000000
252,2100.0,4,5.0,Semi-Furnished,New Friends Colony,56000000
253,4200.0,5,5.0,Semi-Furnished,Other,135500000
254,1500.0,3,3.0,Semi-Furnished,New Friends Colony,60000000
255,8150.0,4,5.0,Unfurnished,"Maharani Bagh, New Friends Colony",170000000
256,2200.0,4,4.0,Semi-Furnished,Other,50000000
257,3500.0,4,5.0,Semi-Furnished,New Friends Colony,58000000
258,2070.0,3,3.0,Semi-Furnished,Other,37500000
259,3500.0,3,3.0,Unfurnished,"Maharani Bagh, New Friends Colony",45000000
260,2000.0,4,4.0,Semi-Furnished,New Friends Colony,70000000
261,2800.0,6,4.0,Semi-Furnished,Other,29500000
262,2550.0,4,4.0,Unfurnished,New Friends Colony,60000000
263,4500.0,4,4.0,Semi-Furnished,New Friends Colony,70000000
264,1400.0,3,3.0,Semi-Furnished,New Friends Colony,50000000
265,2800.0,4,5.0,Semi-Furnished,New Friends Colony,75000000
266,2700.0,4,4.0,Semi-Furnished,Other,52500000
267,4500.0,4,4.0,Semi-Furnished,New Friends Colony,55000000
268,7200.0,4,4.0,Semi-Furnished,"Maharani Bagh, New Friends Colony",120000000
272,3500.0,5,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",70000000
273,2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",47500000
274,2200.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",40000000
275,3500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",85000000
276,1440.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",26000000
277,3150.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",35000000
278,900.0,2,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",20000000
279,3690.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",79000000
280,1200.0,3,2.0,Semi-Furnished,"Kailash Colony, Greater Kailash",17000000
281,4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",47500000
282,2799.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",43000000
283,1350.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",26000000
284,1200.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",25000000
285,2177.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",51000000
286,1500.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",40000000
287,1600.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",22500000
288,4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",70000000
289,2150.0,4,4.0,Unfurnished,"Kailash Colony, Greater Kailash",45000000
290,2107.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",51100000
291,1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",25500000
292,1240.0,3,3.0,Unfurnished,"Kailash Colony, Greater Kailash",26500000
293,1000.0,2,2.0,Unfurnished,"Kailash Colony, Greater Kailash",15000000
294,4500.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",55000000
295,1150.0,3,3.0,Semi-Furnished,"Kailash Colony, Greater Kailash",26000000
296,2000.0,4,4.0,Semi-Furnished,"Kailash Colony, Greater Kailash",38000000
297,4500.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",72500000
298,3000.0,4,5.0,Semi-Furnished,"Kailash Colony, Greater Kailash",65000000
305,1425.0,3,3.0,Semi-Furnished,Other,9300000
306,440.0,2,2.0,Unfurnished,Shahdara,2700000
307,1017.0,2,2.0,Furnished,Other,6500000
308,650.0,2,2.0,Semi-Furnished,Other,5800000
309,950.0,3,2.0,Semi-Furnished,Shahdara,5500000
310,810.0,3,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000
311,750.0,2,2.0,Unfurnished,Other,4500000
312,990.0,2,2.0,Semi-Furnished,Shahdara,4100000
313,800.0,3,2.0,Semi-Furnished,Other,3800000
314,675.0,2,1.0,Unfurnished,Shahdara,3300000
315,558.0,2,1.0,Unfurnished,Other,2900000
316,445.0,2,1.0,Unfurnished,Other,2000000
317,360.0,2,1.0,Unfurnished,Other,1550000
318,1350.0,4,3.0,Semi-Furnished,Other,11300000
319,850.0,3,2.0,Semi-Furnished,Other,4500000
320,846.0,2,1.0,Unfurnished,Other,3300000
321,1300.0,4,3.0,Furnished,Other,11500000
322,900.0,3,2.0,Semi-Furnished,Other,6000000
323,1050.0,3,2.0,Semi-Furnished,Other,9000000
324,850.0,2,2.0,Furnished,Other,4500000
325,1650.0,4,3.0,Furnished,Shahdara,14000000
326,1150.0,2,2.0,Semi-Furnished,Other,7300000
327,495.1394,1,1.0,Furnished,Shahdara,1900000
328,1053.0,3,2.0,Furnished,Other,7000000
331,540.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000
332,747.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",6500000
333,720.0,2,1.0,Unfurnished,"Yamuna Vihar, Shahdara",4000000
334,376.7365,1,1.0,Semi-Furnished,"Yamuna Vihar, Shahdara",3000000
335,1125.0,2,2.0,Unfurnished,"Yamuna Vihar, Shahdara",5000000
336,713.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6000000
337,360.0,1,1.0,Unfurnished,"Yamuna Vihar, Shahdara",2500000
338,900.0,2,2.0,Semi-Furnished,"Yamuna Vihar, Shahdara",6500000
339,713.0,3,1.0,Unfurnished,"Yamuna Vihar, Shahdara",8000000
340,504.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",2700000
342,850.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",5700000
343,2430.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",25000000
344,2475.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",70000000
345,2970.0,7,4.0,Furnished,"Yamuna Vihar, Shahdara",26500000
346,2250.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",18500000
347,1500.0,5,3.0,Furnished,"Yamuna Vihar, Shahdara",30000000
348,1512.0,2,2.0,Furnished,"Yamuna Vihar, Shahdara",22000000
349,400.0,2,2.0,Furnished,Other,9000000
350,2160.0,3,3.0,Furnished,"Yamuna Vihar, Shahdara",65000000
351,630.0,3,2.0,Furnished,"Yamuna Vihar, Shahdara",22500000
353,720.0,6,5.0,Furnished,"Yamuna Vihar, Shahdara",22000000
354,675.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",18500000
355,700.0,2,1.0,Furnished,"Yamuna Vihar, Shahdara",16000000
356,675.0,4,3.0,Furnished,"Yamuna Vihar, Shahdara",16000000
357,720.0,4,2.0,Furnished,"Yamuna Vihar, Shahdara",9000000
358,850.0,2,2.0,Furnished,Other,4500000
362,990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000
363,420.0,2,1.0,Semi-Furnished,Laxmi Nagar,2600000
364,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,3500000
365,1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000
366,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,7000000
367,800.0,3,2.0,Semi-Furnished,Laxmi Nagar,4500000
368,720.0,3,3.0,Semi-Furnished,Laxmi Nagar,5500000
369,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,2700000
370,675.0,2,2.0,Furnished,Laxmi Nagar,2400000
371,1700.0,4,3.0,Unfurnished,Laxmi Nagar,11500000
372,550.0,2,2.0,Unfurnished,Other,3600000
373,387.0,1,2.0,Unfurnished,Other,1700000
374,450.0,2,1.0,Unfurnished,Other,2500000
375,900.0,4,2.0,Furnished,Laxmi Nagar,6600000
376,500.0,2,1.0,Semi-Furnished,Laxmi Nagar,3700000
377,441.0,2,1.0,Unfurnished,Other,3500000
378,800.0,3,2.0,Semi-Furnished,Other,5400000
379,450.0,2,2.0,Semi-Furnished,Other,2550000
380,1000.0,3,3.0,Furnished,Other,12500000
381,715.0,2,2.0,Unfurnished,Laxmi Nagar,5600000
382,600.0,2,2.0,Unfurnished,Laxmi Nagar,7000000
383,540.0,2,1.0,Unfurnished,Laxmi Nagar,3500000
385,810.0,3,2.0,Semi-Furnished,Laxmi Nagar,9000000
386,270.0,1,1.0,Semi-Furnished,Other,2300000
387,900.0,3,2.0,Semi-Furnished,Laxmi Nagar,6000000
388,1000.0,3,2.0,Unfurnished,Laxmi Nagar,6000000
390,950.0,3,2.0,Furnished,Other,4370000
391,1000.0,3,2.0,Unfurnished,Other,4620000
392,540.0,2,2.0,Semi-Furnished,Other,3000000
393,540.0,2,2.0,Semi-Furnished,Other,3300000
394,1000.0,3,2.0,Semi-Furnished,Other,5510000
395,500.0,2,2.0,Semi-Furnished,Other,3200000
396,540.0,2,2.0,Semi-Furnished,Uttam Nagar West,2600000
397,780.0,3,2.0,Semi-Furnished,Uttam Nagar,4000000
398,450.0,2,1.0,Semi-Furnished,Uttam Nagar West,1850000
399,360.0,1,1.0,Semi-Furnished,Uttam Nagar,1700000
400,900.0,3,2.0,Semi-Furnished,Other,2800000
401,495.0,2,2.0,Semi-Furnished,Uttam Nagar West,2150000
402,1200.0,4,3.0,Semi-Furnished,Other,6800000
403,1000.0,3,2.0,Semi-Furnished,Uttam Nagar,6200000
404,620.0,2,2.0,Semi-Furnished,Uttam Nagar,3100000
405,680.0,3,2.0,Semi-Furnished,Other,3400000
406,805.0,2,2.0,Unfurnished,Other,4000000
407,729.0,2,2.0,Semi-Furnished,Other,4800000
408,540.0,2,2.0,Semi-Furnished,Uttam Nagar,2500000
409,360.0,1,1.0,Semi-Furnished,Uttam Nagar,2000000
410,550.0,2,2.0,Semi-Furnished,Uttam Nagar West,1900000
411,1001.0,3,2.0,Furnished,Other,5800000
412,450.0,2,2.0,Unfurnished,Other,2900000
413,550.0,2,1.0,Semi-Furnished,Uttam Nagar West,2000000
414,550.0,2,2.0,Semi-Furnished,Other,2600000
415,675.0,2,1.0,Unfurnished,Uttam Nagar,2900000
416,585.0,2,2.0,Unfurnished,Uttam Nagar,3200000
417,810.0,3,2.0,Semi-Furnished,Other,5400000
418,765.0,3,2.0,Semi-Furnished,Other,3800000
419,4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",135000000
420,3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",93000000
422,800.0,3,2.0,Unfurnished,Patel Nagar West,8000000
423,900.0,3,2.0,Semi-Furnished,Patel Nagar West,9500000
424,1680.0,4,5.0,Semi-Furnished,Patel Nagar West,20000000
425,900.0,2,2.0,Furnished,Patel Nagar West,7400000
426,2000.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",37500000
427,2000.0,4,4.0,Semi-Furnished,Patel Nagar West,15000000
428,1900.0,3,3.0,Semi-Furnished,"The Leela Sky Villas, Patel Nagar",55300000
429,1530.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",26500000
431,900.0,3,2.0,Furnished,Patel Nagar West,10400000
432,270.0,1,1.0,Unfurnished,Patel Nagar West,1700000
433,950.0,2,2.0,Semi-Furnished,Patel Nagar West,8000000
434,1800.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",27000000
435,1500.0,3,3.0,Semi-Furnished,Patel Nagar West,19500000
436,1800.0,3,3.0,Furnished,"Patel Nagar East, Patel Nagar",50000000
437,1800.0,3,3.0,Unfurnished,Patel Nagar West,21100000
438,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",57000000
439,850.0,2,3.0,Semi-Furnished,Patel Nagar West,5900000
441,900.0,3,2.0,Unfurnished,Patel Nagar West,12000000
442,1800.0,3,3.0,Unfurnished,Patel Nagar West,24000000
443,200.0,1,1.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",7000000
444,1782.0,3,3.0,Semi-Furnished,"Patel Nagar East, Patel Nagar",15000000
445,900.0,2,2.0,Furnished,Other,1500000
446,405.0,2,1.0,Semi-Furnished,Patel Nagar West,3950000
447,1500.0,3,3.0,Unfurnished,Patel Nagar West,12500000
457,2000.0,3,3.0,Unfurnished,Other,31000000
458,650.0,1,2.0,Semi-Furnished,Other,7400000
459,1100.0,2,2.0,Unfurnished,Vasant Kunj,15500000
460,1075.0,2,2.0,Semi-Furnished,Other,12000000
461,1450.0,3,2.0,Semi-Furnished,Other,23500000
462,1200.0,3,2.0,Semi-Furnished,Other,25000000
463,600.0,1,2.0,Unfurnished,Other,7000000
464,1000.0,2,2.0,Unfurnished,Other,17500000
465,1600.0,3,2.0,Semi-Furnished,Other,25000000
466,1750.0,4,4.0,Unfurnished,Other,29000000
467,1300.0,3,3.0,Semi-Furnished,Other,21900000
468,550.0,1,2.0,Furnished,Other,7500000
469,2200.0,4,3.0,Semi-Furnished,Other,23500000
470,1100.0,2,2.0,Semi-Furnished,Other,24000000
471,1700.0,3,2.0,Semi-Furnished,Vasant Kunj,31000000
472,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,16500000
473,1000.0,2,2.0,Furnished,Other,5000000
474,1350.0,3,2.0,Furnished,Other,24000000
475,1184.0,2,2.0,Semi-Furnished,Other,17000000
476,2000.0,4,2.0,Furnished,Other,40000000
477,3500.0,4,4.0,Semi-Furnished,Vasant Kunj,22500000
478,900.0,3,3.0,Furnished,Vasant Kunj,20000000
479,4688.0,5,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",135000000
480,750.0,2,2.0,Semi-Furnished,"J R Designers Floors, Rohini Sector 24",5000000
481,3901.0,4,4.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",93000000
482,950.0,3,2.0,Furnished,Other,4370000
483,1000.0,3,2.0,Unfurnished,Other,4620000
484,850.0,2,1.0,Semi-Furnished,Other,1900000
485,2400.0,4,4.0,Semi-Furnished,Other,70000000
486,1350.0,3,2.0,Unfurnished,Other,5130000
487,540.0,2,2.0,Semi-Furnished,Other,3000000
488,1387.0,4,4.0,Unfurnished,Other,5890000
489,540.0,2,2.0,Semi-Furnished,Other,3300000
490,976.0,2,2.0,Furnished,"Godrej South Estate, Okhla",24900000
491,1050.0,3,2.0,Unfurnished,Other,3700000
492,2700.0,4,3.0,Semi-Furnished,Other,60000000
493,1500.0,3,2.0,Unfurnished,Other,17400000
494,2900.0,5,5.0,Furnished,Other,51000000
495,5025.0,5,6.0,Unfurnished,Other,170000000
496,1000.0,3,2.0,Semi-Furnished,Other,5510000
497,1135.0,3,3.0,Furnished,"The Amaryllis, Karol Bagh",25000000
498,2306.0,3,3.0,Unfurnished,"The Leela Sky Villas, Patel Nagar",57000000
499,850.0,2,2.0,Semi-Furnished,Other,2940000
500,1200.0,3,3.0,Semi-Furnished,Other,15500000
501,1700.0,3,2.0,Semi-Furnished,Other,17200000
502,1800.0,4,3.0,Semi-Furnished,Other,55000000
503,1100.0,2,2.0,Semi-Furnished,Vasant Kunj,15000000
504,22050.0,4,4.0,Semi-Furnished,Other,51000000
505,1550.0,4,3.0,Semi-Furnished,Rohini Sector 24,13000000
506,1600.0,3,3.0,Semi-Furnished,Other,30000000
507,700.0,2,2.0,Semi-Furnished,Other,2400000
520,1750.0,4,4.0,Unfurnished,Other,29000000
521,2210.0,4,3.0,Semi-Furnished,"Sukhdev Vihar, Okhla",41000000
522,760.0,3,2.0,Furnished,Geeta Colony,6000000
523,400.0,2,1.0,Furnished,Other,2500000
524,380.0,1,1.0,Unfurnished,Geeta Colony,2200000
525,904.1676,2,2.0,Furnished,Other,21500000
526,900.0,4,1.0,Furnished,Other,15000000
527,810.0,5,6.0,Furnished,Geeta Colony,28900000
531,900.0,2,1.0,Semi-Furnished,Other,6200000
532,1650.0,4,3.0,Furnished,Shahdara,14000000
533,1000.0,2,2.0,Unfurnished,Laxmi Nagar,7500000
534,852.0,2,2.0,Unfurnished,Other,2670000
535,700.0,2,2.0,Semi-Furnished,Shahdara,2500000
536,990.0,3,2.0,Unfurnished,Laxmi Nagar,4000000
537,450.0,2,1.0,Semi-Furnished,Laxmi Nagar,3500000
538,1000.0,2,2.0,Unfurnished,Laxmi Nagar,5000000
539,1700.0,4,3.0,Semi-Furnished,Saket,29500000
540,1350.0,3,2.0,Unfurnished,Other,19000000
541,2100.0,4,3.0,Furnished,Saket,25500000
542,2600.0,4,4.0,Semi-Furnished,Saket,75000000
543,3000.0,4,5.0,Semi-Furnished,Saket,75000000
544,1450.0,3,3.0,Semi-Furnished,Other,34000000
545,2050.0,4,4.0,Semi-Furnished,Saket,47500000
546,3000.0,4,5.0,Semi-Furnished,Other,75000000
547,1800.0,3,3.0,Semi-Furnished,Other,23000000
548,900.0,3,2.0,Semi-Furnished,Other,24000000
549,1500.0,3,2.0,Semi-Furnished,Other,21500000
550,1500.0,3,2.0,Semi-Furnished,Saket,28500000
551,1800.0,4,4.0,Semi-Furnished,Other,12500000
552,1674.0,3,3.0,Unfurnished,Saket,45000000
553,2025.0,4,3.0,Furnished,Saket,30500000
554,1300.0,3,3.0,Semi-Furnished,Saket,22500000
555,990.0,3,3.0,Furnished,Other,28000000
556,2100.0,3,4.0,Semi-Furnished,Saket,25000000
557,2250.0,4,4.0,Semi-Furnished,Saket,33700000
558,1500.0,3,3.0,Semi-Furnished,Saket,27000000
559,2700.0,4,4.0,Semi-Furnished,Saket,43500000
560,1700.0,3,3.0,Semi-Furnished,Other,29000000
561,1700.0,3,3.0,Semi-Furnished,Saket,30000000
562,2050.0,4,4.0,Semi-Furnished,Saket,52100000
563,1800.0,3,3.0,Unfurnished,Saket,32500000
564,1500.0,3,2.0,Semi-Furnished,Saket,20500000
565,2000.0,4,3.0,Semi-Furnished,Saket,25000000
566,1500.0,3,3.0,Semi-Furnished,Saket,30000000
567,24300.0,4,5.0,Semi-Furnished,Saket,51000000
568,2475.0,4,4.0,Semi-Furnished,Saket,31000000
571,1500.0,3,3.0,Semi-Furnished,Safdarjung Enclave,37500000
572,2100.0,4,4.0,Semi-Furnished,Safdarjung Enclave,55000000
573,1800.0,4,4.0,Semi-Furnished,Safdarjung Enclave,87500000
574,1100.0,2,2.0,Unfurnished,Safdarjung Enclave,16300000
575,2035.0,4,4.0,Unfurnished,Safdarjung Enclave,65000000
576,1100.0,3,3.0,Unfurnished,Other,25000000
577,1550.0,3,3.0,Semi-Furnished,Safdarjung Enclave,38000000
578,700.0,2,2.0,Unfurnished,Safdarjung Enclave,15000000
580,540.0,1,1.0,Unfurnished,Other,3000000
581,810.0,2,2.0,Semi-Furnished,Other,8500000
582,3250.0,4,4.0,Semi-Furnished,Other,55000000
583,1600.0,3,3.0,Semi-Furnished,Safdarjung Enclave,22500000
584,4000.0,4,4.0,Semi-Furnished,Safdarjung Enclave,72500000
585,5500.0,6,7.0,Furnished,Safdarjung Enclave,160000000
586,900.0,3,3.0,Semi-Furnished,Other,12500000
587,972.0,2,2.0,Semi-Furnished,Safdarjung Enclave,17000000
588,4150.0,4,4.0,Unfurnished,Safdarjung Enclave,82500000
589,2250.0,4,5.0,Semi-Furnished,Safdarjung Enclave,55000000
590,1650.0,3,3.0,Semi-Furnished,Safdarjung Enclave,35000000
591,2610.0,4,4.0,Semi-Furnished,Other,42500000
592,600.0,2,2.0,Semi-Furnished,Other,4700000
593,1700.0,4,5.0,Unfurnished,Safdarjung Enclave,52500000
594,2250.0,4,4.0,Semi-Furnished,Safdarjung Enclave,80000000
595,880.0,3,2.0,Unfurnished,Other,11000000
596,4200.0,4,5.0,Semi-Furnished,Safdarjung Enclave,74000000
597,1450.0,3,3.0,Semi-Furnished,Other,37500000
598,2200.0,4,4.0,Semi-Furnished,Other,52500000
605,1800.0,3,2.0,Unfurnished,Other,26500000
606,780.0,2,2.0,Unfurnished,Other,8770000
607,405.0,1,1.0,Semi-Furnished,Other,4500000
608,900.0,2,3.0,Semi-Furnished,Paschim Vihar,8500000
609,807.2925,2,2.0,Unfurnished,Other,8600000
610,2700.0,4,3.0,Semi-Furnished,Other,42500000
611,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,13100000
612,585.0,2,2.0,Unfurnished,Other,7000000
613,2152.78,3,3.0,Furnished,Other,30000000
614,960.0,2,2.0,Semi-Furnished,Other,13000000
615,1800.0,4,3.0,Unfurnished,Other,23100000
616,1100.0,3,2.0,Semi-Furnished,Paschim Vihar,16000000
617,900.0,2,2.0,Unfurnished,Paschim Vihar,12500000
618,1620.0,3,3.0,Furnished,Other,24500000
619,378.0,1,1.0,Unfurnished,Other,3200000
620,800.0,3,2.0,Unfurnished,Other,6300000
621,1350.0,3,3.0,Semi-Furnished,Other,15000000
622,850.0,3,3.0,Unfurnished,Other,5700000
623,1580.0,3,2.0,Furnished,Other,21000000
624,820.0,2,3.0,Unfurnished,Paschim Vihar,7500000
625,594.0,2,1.0,Semi-Furnished,Other,6500000
626,14220.0,3,3.0,Semi-Furnished,Other,27500000
627,800.0,3,2.0,Unfurnished,Other,12000000
628,1500.0,3,2.0,Semi-Furnished,Other,18000000
654,1000.0,2,2.0,Semi-Furnished,Other,10700000
655,1500.0,3,2.0,Furnished,Other,16200000
656,1700.0,3,2.0,Furnished,Other,16500000
657,1750.0,3,2.0,Furnished,Other,14900000
658,2700.0,4,3.0,Furnished,Other,27500000
660,3405.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",70000000
661,1500.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,35500000
662,2105.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",42100000
663,2500.0,4,5.0,Semi-Furnished,Other,42500000
664,2090.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",44000000
665,2525.0,4,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",43200000
666,2500.0,4,4.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",52500000
667,2100.0,3,4.0,Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",34300000
668,2022.0,3,3.0,Semi-Furnished,Other,38000000
669,2650.0,4,5.0,Furnished,Commonwealth Games Village 2010,52500000
670,1850.0,3,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37500000
671,2100.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",37000000
672,1700.0,3,4.0,Semi-Furnished,Commonwealth Games Village 2010,40000000
673,2105.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",36200000
674,1250.0,2,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",29000000
675,2552.0,4,5.0,Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",42500000
676,3112.0,5,6.0,Semi-Furnished,Commonwealth Games Village 2010,60000000
677,2125.0,3,3.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",36500000
678,2065.0,3,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",42500000
679,3405.0,5,4.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",71500000
680,3050.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
681,2300.0,5,6.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",58000000
682,1455.0,2,2.0,Semi-Furnished,Commonwealth Games Village 2010,27500000
683,3400.0,5,5.0,Semi-Furnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",70000000
684,3100.0,5,5.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",65000000
685,1400.0,2,3.0,Unfurnished,"Common Wealth Games Village, Commonwealth Games Village 2010",28600000
686,2126.0,3,3.0,Semi-Furnished,"Common Wealth Games Village, Commonwealth Games Village 2010",39000000
687,1815.0,3,3.0,Semi-Furnished,Commonwealth Games Village 2010,32500000
688,1700.0,3,3.0,Unfurnished,"Project Commonwealth Games Village 2010, Commonwealth Games Village 2010",34000000
700,1600.0,3,3.0,Semi-Furnished,Other,20000000
701,1400.0,3,3.0,Furnished,Other,18000000
702,1400.0,3,2.0,Unfurnished,Alaknanda,19000000
703,2700.0,4,4.0,Unfurnished,Other,36500000
704,1100.0,2,2.0,Unfurnished,Alaknanda,15000000
705,1200.0,2,2.0,Semi-Furnished,Alaknanda,17500000
706,1400.0,2,2.0,Semi-Furnished,Alaknanda,14000000
707,1500.0,3,3.0,Semi-Furnished,Other,21000000
708,1320.0,3,2.0,Unfurnished,Alaknanda,15600000
709,1300.0,3,3.0,Unfurnished,Other,19000000
710,1150.0,2,2.0,Unfurnished,Other,16500000
711,1440.0,3,3.0,Unfurnished,Alaknanda,19000000
712,1400.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",16500000
713,450.0,1,1.0,Semi-Furnished,Alaknanda,3000000
714,1300.0,2,2.0,Semi-Furnished,Other,15000000
715,1200.0,2,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",14300000
716,1300.0,3,2.0,Unfurnished,"Nilgiri Apartment, Alaknanda",18500000
717,1400.0,3,3.0,Furnished,Other,19000000
718,1400.0,3,3.0,Semi-Furnished,Alaknanda,19000000
744,1800.0,4,4.0,Furnished,Other,12000000
745,1300.0,3,3.0,Furnished,Other,20000000
746,1150.0,2,2.0,Unfurnished,Other,13500000
747,1500.0,3,2.0,Unfurnished,Other,14000000
